SiteNumber,SiteCode,Type,LocationID,Region,City,FacilityName,Ownership,Use,Owner,OwnerAddress,OwnerCityStateZIP,OwnerPhone,Manager,ManagerPhone
50412.22,H,HELIPORT,'3AK0,JUNEAU,KETCHIKAN,WOLFE POINT,PRIVATE,PRIVATE,US COAST GUARD,709 W 9TH ST,"JUNEAU, AK 99801",907-463-2189,US COAST GUARD AIR STATION SITKA,907-966-5420
50412.9,A,AIRPORT,'IAN,KOBUK,KIANA,BOB BAKER MEMORIAL,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ALVIN WERNEKE,907-442-3147
50414.1,A,AIRPORT,'KVC,ALEUTIAN ISLANDS,KING COVE,KING COVE,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,1500 ANTON LARSON RD,"KODIAK, AK 99615",907-487-4952,"HAROLD ""HAP"" KREMER",907-532-5000
50416,A,AIRPORT,'AKN,BRISTOL BAY,KING SALMON,KING SALMON,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112500,"JUNEAU, AK 99811",907-465-4512,KYLER HYLTON,907-246-3325
50416.31,A,AIRPORT,'IIK,BETHEL,KIPNUK,KIPNUK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0747,LJ DAVIS,907-543-2495
50416.6,C,SEAPLANE BASE,'KKB,KODIAK ISLAND,KITOI BAY,KITOI BAY,PUBLIC,PUBLIC,AFOGNAK NATIVE CORP,"215 MISSION RD, SUITE 212","KODIAK, AK 99615",,KODIAK REGIONAL AQUACULTURE ASSOC.,877-628-4449
50417,A,AIRPORT,'KVL,NORTHWEST ARCTIC,KIVALINA,KIVALINA,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ALVIN WERNEKE,907-442-3147
50420,C,SEAPLANE BASE,'AQC,PRINCE OF WALES,KLAWOCK,KLAWOCK,PUBLIC,PUBLIC,CITY OF KLAWOCK,PO BOX 469,"KLAWOCK, AK 99925",907-465-1786,CITY OF KLAWOCK,
50420.01,A,AIRPORT,'AKW,PRINCE OF WALES,KLAWOCK,KLAWOCK,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112506,"JUNEAU, AK 99811",907-465-1786,TIM LACOUR,907-755-2229
50422.1,A,AIRPORT,'OBU,KOBUK,KOBUK,KOBUK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ALVIN WERNEKE,907-442-3147
50425,A,AIRPORT,'ADQ,KODIAK ISLAND,KODIAK,KODIAK,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112500,"JUNEAU, AK 99811",907-465-4512,BRUCE MCNEIL,907-487-4952
50424,C,SEAPLANE BASE,'9Z3,KODIAK ISLAND,KODIAK,KODIAK /LILLY LAKE/,PUBLIC,PUBLIC,CITY OF KODIAK PUBLIC WORKS,2410 MILL BAY RD,"KODIAK, AK 99615",907-486-8060,MARK KOZAK,907-486-8060
50423,A,AIRPORT,'KDK,KODIAK ISLAND,KODIAK,KODIAK MUNI,PUBLIC,PUBLIC,CITY OF KODIAK PUBLIC WORKS,2410 MILL BAY RD,"KODIAK, AK 99615",907-486-8060,MARK KOZAK,907-486-8060
50425.1,C,SEAPLANE BASE,'T44,KODIAK ISLAND,KODIAK,TRIDENT BASIN,PUBLIC,PUBLIC,CITY OF KODIAK PUBLIC WORKS,2410 MILL BAY RD,"KODIAK, AK 99615",907-486-8060,PUBLIC WORKS DIRECTOR,907-486-8060
50426.25,A,AIRPORT,'9K2,LAKE AND PENINSULA,KOKHANOK,KOKHANOK,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0747,CLINT ANELON,907-571-1261
50426.4,A,AIRPORT,'JZZ,BRISTOL BAY,KOLIGANEK,KOLIGANEK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0749,NORMAN HEYANO,907-842-5511
50426.6,A,AIRPORT,'DUY,BETHEL,KONGIGANAK,KONGIGANAK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0749,LAWERENCE DAVIS,907-543-2495
50427.61,A,AIRPORT,'2A9,KUSILVAK,KOTLIK,KOTLIK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JOHN WILSON,907-625-1025
50429,A,AIRPORT,'OTZ,KOBUK,KOTZEBUE,RALPH WIEN MEMORIAL,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99701",907-451-5250,ALVIN WERNEKE,907-442-3147
50433.2,A,AIRPORT,'KKA,NOME,KOYUK,KOYUK ALFRED ADAMS,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JOHN WILSON,907-625-1025
50436,A,AIRPORT,'KYU,YUKON-KOYUKUK,KOYUKUK,KOYUKUK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5280,TOM WILLIAMS,907-451-5280
50437,A,AIRPORT,'LKK,BRISTOL BAY,KULIK LAKE,KULIK LAKE,PUBLIC,PUBLIC,NPS KATMAI NATL PARK,PO BOX 7,"KING SALMON, AK 99613",907-246-3305,PUBLIC PARK SUPT.,907-246-3305
50437.53,H,HELIPORT,'AA38,NORTH SLOPE,KUPARUK,NIKAITCHUQ OPERATIONS CENTER,PRIVATE,PRIVATE,ENI PETROLEUM,"3800 CENTERPOINT DR, SUITE 300","ANCHORAGE, AK 99503",907-865-3351,MAC RAIL: LOGISTICS MGR - ALASKA,907-865-3351
50437.52,H,HELIPORT,'27AK,BARROW,KUPARUK,PAD-66,PRIVATE,PRIVATE,"CONOCO PHILLIPS ALASKA, INC",PO BOX 196105,"ANCHORAGE, AK 99515",907-659-7213,GARY EOFF,907-659-7448
50437.54,H,HELIPORT,'AA51,NORTH SLOPE,KUPARUK,SPY ISLAND DRILL-SITE,PRIVATE,PRIVATE,ENI PETROLEUM,"3800 CENTERPOINT DR, SUITE 300","ANCHORAGE, AK 99503",907-865-3351,MAC RAIL: LOGISTICS MGR - ALASKA,907-865-3351
50437.51,A,AIRPORT,'UBW,NORTH SLOPE,KUPARUK,UGNU-KUPARUK,PRIVATE,PRIVATE,PHILLIPS ALASKA INC.,PO BOX 100360,"ANCHORAGE, AK 99510",907-263-4393,GARY EOFF/RON ROGOSKY,907-659-7448
50438.5,A,AIRPORT,'KWT,BETHEL,KWETHLUK,KWETHLUK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0749,LAWRENCE DAVIS,907-543-2498
50438.61,A,AIRPORT,'GGV,BETHEL,KWIGILLINGOK,KWIGILLINGOK,PUBLIC,PUBLIC,KWIK INCORPORATED,PO BOX 50,"KWIGILLINGOK, AK 99622",907-588-8112,LAWERENCE DAVIS,907-543-2498
50439,A,AIRPORT,'Z55,VALDEZ-CHITNA-WHITIE,LAKE LOUISE,LAKE LOUISE,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99701",907-451-2200,JOHN HOFFMAN,907-822-3222
50439.1,C,SEAPLANE BASE,'13S,VALDEZ-CHITNA-WHITIE,LAKE LOUISE,LAKE LOUISE,PRIVATE,PUBLIC,EVERGREEN LODGE,HC1 BOX 1760,"GLENNALLEN, AK 99588",907-822-3250,DENNIS OAKLAND,907-822-3250
50439.18,A,AIRPORT,'AK80,MATANUSKA-SUSITNA,LAKE LOUISE,RED CREEK,PRIVATE,PRIVATE,MINING SHARED SERVICES LLC,6341 QUIET CIR,"ANCHORAGE, AK 99502",907-320-0220,DENNIS WALKER,907-229-4709
50439.71,A,AIRPORT,'2A3,ALEUTIAN ISLANDS,LARSEN BAY,LARSEN BAY,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0747,ROBERT GREENE,907-487-4952
50447,A,AIRPORT,'9Z9,KENAI-COOK INLET,LAWING,LAWING,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0770,KARL HORST/CARL HIGH,907-262-2199
50448,C,SEAPLANE BASE,'ALZ,KODIAK ISLAND,LAZY BAY,ALITAK,PRIVATE,PUBLIC,OCEAN BEAUTY,PO BOX 70739,"SEATTLE, WA 98127",206-285-6800,"WOODY KNEVEL, OCEAN BEAUTY",206-285-6800
50449.01,A,AIRPORT,'9Z8,BRISTOL BAY,LEVELOCK,LEVELOCK,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0767,KYLER HYLTON,907-246-3325
50449.5,A,AIRPORT,'2AK,KUSKOKWIM,LIME VILLAGE,LIME VILLAGE,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-745-2102,STEFFEN STRICK,907-524-3241
50449.6,A,AIRPORT,'AK53,BETHEL,LIME VILLAGE,STONY MOUNTAIN LODGE,PRIVATE,PRIVATE,NORTHWARD BOUND LLC,12902 NORA DR,"ANCHORAGE, AK 99515",907-227-6774,KRIS OLDHAM,907-227-6774
50451,A,AIRPORT,'4AK,YUKON-KOYUKUK,LIVENGOOD,LIVENGOOD CAMP,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JEFF RUSSELL,907-451-2207
50453,A,AIRPORT,'AK71,BARROW,LONELY,LONELY AS,US AIR FORCE,PRIVATE,US AIR FORCE,"10471 20TH ST, SUITE 361","ELMENDORF AFB, AK 99506",907-552-3442,NICK HILTON,907-552-4400
50454.5,A,AIRPORT,'4AK3,VALDEZ-CHITNA-WHITIE,LONG LAKE,LONG LAKE,PRIVATE,PRIVATE,C COLLINS,PO BOX 698,"CORDOVA, AK 99574",,,
50455.6,C,SEAPLANE BASE,'13Z,KETCHIKAN GATEWAY,LORING,LORING,PUBLIC,PUBLIC,KETCHIKAN GATEWAY BOROUGH,"1900 1ST AVE, SUITE 210","KETCHIKAN, AK 99901",907-228-6625,"RICHARD STAGE, CHAIRMAN",907-225-5859
50474,A,AIRPORT,'4AK5,VALDEZ-CHITNA-WHITIE,MANKOMEN LAKE,MANKOMEN LAKE,PRIVATE,PRIVATE,THOMAS R & DIANA M MILLER,BOX 211211,"AUKE BAY, AK 99821",907-789-5253,THOMAS R & DIANA M MILLER,907-789-5253
50475,A,AIRPORT,'MLY,YUKON-KOYUKUK,MANLEY HOT SPRINGS,MANLEY HOT SPRINGS,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JEFF RUSSELL,907-451-2207
50476,A,AIRPORT,'MBA,BRISTOL BAY,MANOKOTAK,MANOKOTAK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0749,NORMAN HAYANO,907-842-5511
50480.01,A,AIRPORT,'MDM,KUSILVAK,MARSHALL,MARSHALL DON HUNTER SR,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER ROAD,"FAIRBANKS, AK 99709",907-451-2200,ERIK WEINGARTH,907-438-2416
50482,A,AIRPORT,'MYK,VALDEZ-CORDOVA,MAY CREEK,MAY CREEK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER ROAD,"FAIRBANKS, AK 99701",907-451-2200,JOHN HOFFMAN,907-822-3222
50482.01,A,AIRPORT,'0AK5,VALDEZ-CORDOVA,MAY CREEK,YOUNG CREEK,PRIVATE,PRIVATE,GARY BOSLOUGH,1733 W 13TH AVE,"ANCHORAGE, AK 99501",907-274-5756,GARY BOSLOUGH,907-274-5756
50464.6,A,AIRPORT,'0AK8,CORDOVA-MCCARTHY,MCCARTHY,IVERSON FARM,PRIVATE,PRIVATE,ALFRED CLAYTON JR,"509 L ST, SUITE 200","ANCHORAGE, AK 99501",907-276-2999,ALFRED CLAYTON JR,907-276-2999
50465,A,AIRPORT,'AK0,CORDOVA-MCCARTHY,MCCARTHY,JAKES BAR,PUBLIC,PUBLIC,NPS WRANGELL-ST ELIAS,PO BOX 493,"COPPER CENTER, AK 99573",907-822-7250,DANNY ROSENKRANS,907-822-7240
50464.01,A,AIRPORT,'15Z,CORDOVA-MCCARTHY,MCCARTHY,MCCARTHY,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JOHN HOFFMAN,907-822-3222
50464.1,A,AIRPORT,'AK31,CORDOVA-MCCARTHY,MCCARTHY,SWIFT CREEK,PRIVATE,PRIVATE,JAMES H. EDWARDS - MC CARTHY 14,PO BOX MXY - #14,"GLENNALLEN, AK 99588",,JAMES H. EDWARDS - MC CARTHY 14,907-554-4414
50466.8,A,AIRPORT,'56AK,KUSKOKWIM,MCGRATH,HINKES,PRIVATE,PRIVATE,MICHAEL T.  HINKES,3550 MOOSE MOUNTAIN RD,"FAIRBANKS, AK 99709",907-376-3226,MICHAEL T.  HINKES,907-376-3226
50467,A,AIRPORT,'MCG,KUSKOKWIM,MCGRATH,MC GRATH,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0782,STEFFEN STRICK,907-524-3241
50467.1,C,SEAPLANE BASE,'16Z,KUSKOKWIM,MCGRATH,MC GRATH,PUBLIC,PUBLIC,PUBLIC DOMAIN,,,,,
50467.01,A,AIRPORT,'AK40,KUSKOKWIM,MCGRATH,NIXON FORK MINE,PRIVATE,PRIVATE,BUREAU OF LAND MANAGEMENT,6881 ABBOTT LOOP RD,"ANCHORAGE, AK 98507",907-267-1246,ANCHORAGE DISTRICT MANAGER,907-267-1246
50470.1,A,AIRPORT,'AK06,YUKON-KOYUKUK,MCKINLEY PARK,DENALI,PRIVATE,PRIVATE,RONALD ROSSO,PO BOX 82,"DENALI NATIONAL PARK, AK 99755",907-748-2800,RONALD ROSSO,907-748-2800
50470,A,AIRPORT,'INR,YUKON-KOYUKUK,MCKINLEY PARK,MC KINLEY NATIONAL PARK,PUBLIC,PUBLIC,US NATIONAL PARK SERVICE,PO BOX 9,"DENALI NATL PARK, AK 99755",907-683-2294,"SUPERINTENDENT, DENALI NAT. PARK",907-683-9581
50485,A,AIRPORT,'24AK,MATANUSKA-SUSITNA,MEADOW LAKES,TOAD LAKE STRIP,PRIVATE,PRIVATE,RICHARD P. ELMQUIST,PO BOX 940232,"HOUSTON, AK 99694",907-892-5767,RICHARD P. ELMQUIST,907-892-5767
50488.5,A,AIRPORT,'MYU,BETHEL,MEKORYUK,MEKORYUK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-543-2498,LAWRENCE DAVIS,907-543-2498
50489,C,SEAPLANE BASE,'MTM,KETCHIKAN GATEWAY,METLAKATLA,METLAKATLA,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99801",907-465-1786,PAUL KHERA,907-465-1786
50490,C,SEAPLANE BASE,'84K,KETCHIKAN GATEWAY,MEYERS CHUCK,MEYERS CHUCK,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 531,"WRANGELL, AK 99929",907-874-2381,"GREG MEISSNER, HARBOR MASTER",907-874-3736
50492,A,AIRPORT,'MDO,CORDOVA-MCCARTHY,MIDDLETON ISLAND,MIDDLETON ISLAND,PUBLIC,PUBLIC,FAA-KENAI SUPPORT CENTER,427 N WILLOW ST,"KENAI, AK 99611",907-283-4526,"US GOV, FAA KENAI SSC",907-283-4526
50497,A,AIRPORT,'MHM,YUKON-KOYUKUK,MINCHUMINA,MINCHUMINA,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-5280,TOM WILLIAMS,907-451-5280
50498.1,A,AIRPORT,'51Z,YUKON-KOYUKUK,MINTO,MINTO AL WRIGHT,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,JEFF RUSSELL,907-451-2207
50498.8,A,AIRPORT,'0AK3,MATANUSKA-SUSITNA,MONTANA CREEK,PARKER LAKE,PRIVATE,PRIVATE,BOROUGH TAX RECORDS,PO BOX 671029,"CHUGIAK, AK 99567",907-428-6770,ROGER PATCH,907-688-1555
50499,A,AIRPORT,'99AK,KUSKOKWIM,MOORE CREEK,MOORE CREEK,PRIVATE,PRIVATE,DON HARRIS,,"MCGRATH, AK",,,
50500.07,C,SEAPLANE BASE,'52Z,SEWARD,MOOSE PASS,SUMMIT LAKE,PRIVATE,PUBLIC,MARTY ARNOLDY,"SUMMIT LAKE LODGE, MILE 45 1/2 SEWARD HWY","MOOSE PASS, AK 99631",907-244-2031,MARTY ARNOLDY,907-244-2031
50500.7,C,SEAPLANE BASE,'KMY,KODIAK ISLAND,MOSER BAY,MOSER BAY,PRIVATE,PUBLIC,"AKHIOK-KAGUYAK, INC","1400 W BENSON BLVD, SUITE 425","ANCHORAGE, AK 99503",907-258-0604,"AKHIOK-KAGUYAK, INC.",907-258-0604
50502,A,AIRPORT,'MOU,KUSILVAK,MOUNTAIN VILLAGE,MOUNTAIN VILLAGE,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ERIK WEINGARTH,907-438-2416
50515.1,A,AIRPORT,'IBN,VALDEZ-CHITNA-WHITIE,NABESNA,DEVILS MOUNTAIN LODGE,PRIVATE,PRIVATE,DEVILS MONTAIN LODGE,2211 YORKSHIRE LN,"ANCHORAGE, AK 99504",907-822-5312,KIRK ELLIS,907-339-9329
50516.7,A,AIRPORT,'76Z,BRISTOL BAY,NAKEEN,NAKEEN,PRIVATE,PUBLIC,ATLANTIC & PACIFIC TEA CO,,"NAKEEN, AK",,,
50517.4,A,AIRPORT,'5NK,BRISTOL BAY,NAKNEK,NAKNEK,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0760,KYLER HYLTON,907-246-3325
50517.5,A,AIRPORT,'4AK9,BRISTOL BAY,NAKNEK,TIBBETTS,PRIVATE,PRIVATE,PENINSULA,PO BOX 110,"NAKNEK, AK 99633",,G TIBBETTS,907-246-9220
50519.5,C,SEAPLANE BASE,'78Z,MATANUSKA-SUSITNA,NANCY LAKE,NANCY LAKE,PUBLIC,PUBLIC,"STATE OF ALASKA, DNR","550 W 7TH AVE, SUITE 900C","ANCHORAGE, AK 99501",907-269-8400,"MAT-SU AREA OFFICE, AK STATE PARKS",907-745-3975
50519.81,A,AIRPORT,'AK07,ANCHORAGE,NANWALEK,DOG FISH BAY,PRIVATE,PRIVATE,ENGLISH BAY CORP,"237 E FIREWEED LN, SUITE 200","ANCHORAGE, AK 99503",,ED HERRMAN,
50519.8,A,AIRPORT,'KEB,KENAI-COOK INLET,NANWALEK,NANWALEK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0767,KEVIN JONES,907-235-5217
50519.9,A,AIRPORT,'4AK8,KUSKOKWIM,NAPAIMUTE,NAPAIMUTE PIONEER AIRFIELD,PRIVATE,PRIVATE,NATIVE VILLAGE OF NAPAIMUTE,PO BOX 1301,"BETHEL, AK 99559",907-545-2877,MARK LEARY,907-545-2877
50520.01,A,AIRPORT,'WNA,BETHEL,NAPAKIAK,NAPAKIAK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-266-1735,LAWRENCE DAVIS,907-543-2498
50520.18,A,AIRPORT,'PKA,BETHEL,NAPASKIAK,NAPASKIAK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0747,LAWRENCE DAVIS,907-543-2498
50523.35,A,AIRPORT,'OUL,ALEUTIAN ISLANDS,NELSON LAGOON,NELSON LAGOON,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 112506,"JUNEAU, AK 99811",907-465-1779,"HAROLD ""HAP"" KREMER",907-532-2579
50524,A,AIRPORT,'ENN,YUKON-KOYUKUK,NENANA,NENANA MUNI,PUBLIC,PUBLIC,CITY OF NENANA,PO BOX 70,"NENANA, AK 99760",907-832-5441,JASON MAYRAND,907-832-5501
50528.7,A,AIRPORT,'KNW,BRISTOL BAY,NEW STUYAHOK,NEW STUYAHOK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0749,NORMAN HEYAN0,907-842-5511
50529,A,AIRPORT,'EWU,BETHEL,NEWTOK,NEWTOK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0747,DAVID CUMMINGS,907-543-2495
50529.01,C,SEAPLANE BASE,'WWT,BETHEL,NEWTOK,NEWTOK,PUBLIC,PUBLIC,PUBLIC DOMAIN,,,,,
50529.75,A,AIRPORT,'IGT,BETHEL,NIGHTMUTE,NIGHTMUTE,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0747,LAWRENCE DAVIS,907-543-2498
50529.81,A,AIRPORT,'AK73,KENAI-COOK INLET,NIKISHKA,MCGAHAN INDUSTRIAL AIRPARK,PRIVATE,PRIVATE,MAC MCGAHAN,PO BOX 7146,"NIKISKI, AK 99635",907-252-4051,MAC MCGAHAN,907-252-4051
50529.7,A,AIRPORT,'AK11,KENAI-COOK INLET,NIKISKI,HIGH VISTA,PRIVATE,PRIVATE,ROBERT BREEDEN,PO BOX 1107,"STERLING, AK 99672",907-260-2658,"TRY HERE WILD ALASKA, LLC",907-260-2658
50529.78,H,HELIPORT,'1AK5,KENAI PENINSULA,NIKISKI,OFFSHORE SYSTEMS-KENAI,PRIVATE,PRIVATE,OFFSHORE SYSTEMS-KENAI,PO BOX 8505,"NIKISKI, AK 99635",907-776-5551,MIKE PEEK,907-776-5551
50529.9,A,AIRPORT,'FSP,KUSKOKWIM,NIKOLAI,NIKOLAI,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0782,STEFFEN STRICK,907-524-3241
50530,A,AIRPORT,'IKO,ALEUTIAN ISLANDS,NIKOLSKI,NIKOLSKI AS,PRIVATE,PRIVATE,CHALUKA CORPORATION,624 MAIN ST,"JUNEAU, AK 99801",907-561-4300,AAFFA-OL-D (BOB CAPLES),314-263-8041
50533,A,AIRPORT,'NIN,KENAI-COOK INLET,NINILCHIK,NINILCHIK,PUBLIC,PUBLIC,ALASKA DOT&PF CENTRAL REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0767,SEAN MONTGOMERY/CARL HIGH,907-262-2199
50536.1,A,AIRPORT,'WTK,KOBUK,NOATAK,NOATAK,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ALVIN WERNEKE,907-442-3147
50540,A,AIRPORT,'OME,NOME,NOME,NOME,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-443-2500,JOSEPH JOHNSON,907-443-2500
50538,A,AIRPORT,'94Z,NOME,NOME,NOME CITY FIELD,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 997019",907-451-5230,JOSEPH JOHNSON,907-443-2500
50540.1,A,AIRPORT,'5NN,BRISTOL BAY,NONDALTON,NONDALTON,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,PO BOX 196900,"ANCHORAGE, AK 99519",907-269-0767,CLINT ANELON,907-571-1261
50541,A,AIRPORT,'D76,NORTHWEST ARCTIC,NOORVIK,ROBERT/BOB/CURTIS MEMORIAL,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,ALVIN WERNEKE,907-442-3147
50543.74,A,AIRPORT,'5AK3,FAIRBANKS NORTH STAR,NORTH POLE,AIRWAY,PRIVATE,PRIVATE,AIRWAY INC,PO BOX 55506,"NORTH POLE, AK 99705",907-488-5502,GENE SCARBORO,907-488-5502
50543.71,A,AIRPORT,'95Z,FAIRBANKS NORTH STAR,NORTH POLE,BRADLEY SKY-RANCH,PRIVATE,PUBLIC,BRADLEY BROTHERS,3007 GOODNEWS ST,"NORTH POLE, AK 99705",907-488-9792,JAMES BRADLEY,907-488-9792
50543.75,A,AIRPORT,'AK41,FAIRBANKS NORTH STAR,NORTH POLE,GREG'N SAGE,PRIVATE,PRIVATE,GREGORY GARRELS & LINDA PATTON,7710 JOHNSON RD,"SALCHA, AK 99714",907-490-6580,GREGORY GARRELS & LINOA PATTON,907-488-1593
50543.72,A,AIRPORT,'5AK2,FAIRBANKS NORTH STAR,NORTH POLE,HOWARDS,PRIVATE,PRIVATE,J HOWARD,PO BOX 55263,"NORTH POLE, AK 99705",,,
50543.77,A,AIRPORT,'78AA,FAIRBANKS NORTH STAR,NORTH POLE,LAKEWOOD,PRIVATE,PRIVATE,LAKEWOOD SUBDIVISION,3978 LAKEWOOD LP,"NORTH POLE, AK 99705",276-698-5787,BRANDON STEPHENS,276-698-5787
50543.7,A,AIRPORT,'0AK0,FAIRBANKS NORTH STAR,NORTH POLE,SCOTTS,PRIVATE,PRIVATE,GORDON & ANDREA SCOTT,PO BOX 140064,"SALCHA, AK 99714",(907) 488-9228,GORDON & ANDREA SCOTT,907-488-9228
50543.76,A,AIRPORT,'AA76,FAIRBANKS NORTH STAR,NORTH POLE,TIMBER TRAILS,PRIVATE,PRIVATE,THOMAS M. ZUCCARO,5505 N BERKELEY BLVD,"WHITEFISH BAY, WI 53217",907-388-1615,THOMAS M. ZUCCARO,907-388-1615
50544.4,C,SEAPLANE BASE,'96Z,PRINCE OF WALES,NORTH WHALE PASS,NORTH WHALE,PUBLIC,PUBLIC,ALASKA DOT&PF SOUTHCOAST REGION,6860 GLACIER HWY,"JUNEAU, AK 99901",907-465-1786,TIM LACOUR,907-755-2229
50544,A,AIRPORT,'ORT,FAIRBANKS NORTH STAR,NORTHWAY,NORTHWAY,PUBLIC,PUBLIC,ALASKA DOT&PF NORTHERN REGION,2301 PEGER RD,"FAIRBANKS, AK 99709",907-451-2200,DENNIS BISHOP,907-883-5128
