Title,Year,Rating,Genre,Director,Writer,Language,Country
The Casting Couch,2013,Not Rated,Comedy,Troy Price,Monia Ayachi ,English,USA
The Casting Couch,2013,Not Rated,Comedy,Troy Price,Monia Ayachi ,English,USA
The Change Up,2013,TV-PG,Comedy,Eyal Gordin,Robb Cullen ,English,USA
The Cheating Pact,2013,TV-14,Crime,Doug Campbell,Doug Campbell,English,USA
The Cherokee Word for Water,2013,PG,Drama,Tim Kelly,Louise Rubacky,English,USA
The Cherokee Word for Water,2013,PG,Drama,Tim Kelly,Louise Rubacky,English,USA
The Chocolate Sundaes Comedy Show,2013,TV-MA,Comedy,Scott L. Montoya,Pookey Wigington ,English,USA
The Chosen One,2013,Not Rated,Reality-TV,Corin Nemec,Todd Bringewatt,English,USA
The Chosen One,2013,TV-14,Crime,Paul A. Kaufman,Shane Brennan ,English,USA
The Christening,2013,TV-14,Comedy,Michael Lembeck,Dan Berendsen ,English,USA
The Christmas Candle,2013,PG,Drama,John Stephenson,Candace Lee,English,"UK, USA"
The Christmas Ornament,2013,TV-G,Romance,Mark Jean,Bill Wells ,English,USA
The Christmas Ornament,2013,TV-G,Romance,Mark Jean,Bill Wells ,English,USA
The Circle of Driving,2013,TV-PG,Comedy,Seth Gordon,Adam F. Goldberg ,English,USA
The City of the Dead,2013,TV-14,Horror,Michael Perzel,Kristina Michelle,English,USA
The City That Never Sleeps,2013,TV-14,Crime,John Behring,Robin Green ,English,USA
The City That Never Sleeps,2013,TV-14,Crime,John Behring,Robin Green ,English,USA
The Climb,2013,TV-MA,Adventure,Alik Sakharov,George R.R. Martin ,English,USA
The Closet Reconfiguration,2013,TV-14,Comedy,Anthony Joseph Rich,Chuck Lorre ,English,USA
The Closure Alternative,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Conjuring,2013,R,Horror,James Wan,Chad Hayes,"English, Latin",USA
The Contractor,2013,PG-13,Crime,Sean Olson,Bradford Holt ,N/A,USA
The Contractual Obligation Implementation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Cookie Jar,2013,TV-14,Drama,Jeffrey Reiner,David Schulner ,English,USA
The Cooper Extraction,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Cooper/Kripke Inversion,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Cost of Living,2013,TV-14,Drama,Fred Toye,Rick Eid,English,USA
The Crash,2013,TV-14,Drama,Michael Uppendahl,Matthew Weiner ,English,USA
The Cricket Game,2013,TV-PG,Adventure,Dean White,Edward Kitsis ,English,USA
The Croods,2013,PG,Animation,Kirk De Micco,Chris Sanders ,English,USA
The Crossing,2013,TV-14,Action,Fred Toye,Jonathan Nolan ,English,USA
The Curse,2013,TV-14,Crime,David Von Ancken,Kevin Williamson ,English,USA
The Damned,2013,R,Horror,Victor Garcia,Richard D'Ovidio ,English,USA
The Dark Tower,2013,TV-14,Action,Charles Beeson,Eric Kripke ,English,USA
The Dating Life,2013,Not Rated,Short,Todd Cericola,Todd Cericola,English,USA
The Dead,2013,TV-MA,Drama,Bradley Buecker,Ryan Murphy ,English,USA
The Dead and the Dying,2013,TV-MA,Action,Michael Hurst,Jeffrey Bell,English,USA
The Dead Will Rise 2,2013,Not Rated,Horror,Eric Badik,Jordan Salkil,English,USA
The Deception Verification,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Decision Tree,2013,TV-14,Crime,Rosemary Rodriguez,Robert King ,English,USA
The Decision Tree,2013,TV-14,Crime,Rosemary Rodriguez,Robert King ,English,USA
The Decision Tree,2013,TV-14,Crime,Rosemary Rodriguez,Robert King ,English,USA
The Deductionist,2013,TV-14,Crime,John Polson,Robert Doherty ,English,USA
The Demented,2013,R,Horror,Christopher Roosevelt,Christopher Roosevelt,English,USA
The Den,2013,R,Horror,Zachary Donohue,Zachary Donohue,English,USA
The Desert Rose,2013,TV-14,Crime,Chris Long,Bruno Heller ,English,USA
The Devil and D.B. Russell,2013,TV-14,Crime,Alec Smight,Anthony E. Zuiker ,English,USA
The Devil You Know,2013,TV-14,Drama,Marita Grabiak,Rockne S. O'Bannon ,English,USA
The Devil's in the Details,2013,R,Thriller,Waymon Boone,Waymon Boone,English,USA
The Devil's Share,2013,TV-14,Action,Chris Fisher,Jonathan Nolan ,English,USA
The Devil's Throne,2013,Not Rated,Short,Brad Howe,Brad Howe,English,USA
The Devil's Waltz,2013,TV-14,Drama,Nick Murphy,Cole Haddon ,English,USA
The Director's Discussion,2013,TV-14,Talk-Show,Ryan Colegrove,N/A,English,USA
The Disappearance of Eleanor Rigby: Her,2013,R,Drama,Ned Benson,Ned Benson,English,USA
The Disappearance of Eleanor Rigby: Him,2013,R,Drama,Ned Benson,Ned Benson ,English,USA
The Disappearance of Eleanor Rigby: Him,2013,R,Drama,Ned Benson,Ned Benson ,English,USA
The Discovery Dissipation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Dog,2013,Not Rated,Documentary,Allison Berg,N/A,English,USA
"The Doorway, Part 1",2013,TV-14,Drama,Scott Hornbacher,Matthew Weiner ,"English, Hawaiian",USA
"The Doorway, Part 2",2013,TV-14,Drama,Scott Hornbacher,Matthew Weiner ,English,USA
The Dope Show,2013,TV-MA,Comedy,Michael Weaver,Tom Kapinos ,English,USA
The Dramaturg,2013,TV-14,Drama,Larry Shaw,Theresa Rebeck ,English,USA
The Drive II: 395 Miles from L.A.,2013,Not Rated,Drama,Scott Shaw,N/A,English,USA
The Drop Off,2013,TV-PG,Comedy,Lee Shallat Chemel,Eileen Heisler ,English,USA
The Duel of Fates,2013,Not Rated,Short,Eric N. Thomas,Eric N. Thomas,English,USA
The Egg Salad Equivalency,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Emerald Pendant,2013,Not Rated,Short,Kyle Franzak,N/A,English,USA
The Empire State Strikes Back,2013,TV-14,Comedy,Stuart Gillard,Rob Thomas ,English,USA
The End Is Near,2013,TV-14,Crime,Joshua Butler,Kevin Williamson ,English,USA
The End Is the Beginning Is the End,2013,TV-14,Drama,Cherie Nowlan,Shonda Rhimes ,English,USA
The Endless Thirst,2013,TV-14,Drama,Kari Skogland,Brian K. Vaughan ,English,USA
The English Teacher,2013,R,Comedy,Craig Zisk,Dan Chariton,English,USA
The English Teacher,2013,R,Comedy,Craig Zisk,Dan Chariton,English,USA
The Evil Queen,2013,TV-PG,Adventure,Gwyneth Horder-Payton,Edward Kitsis ,English,USA
The Fabulous Faker Boy,2013,TV-PG,Animation,Bob Anderson,Matt Groening ,English,USA
The Face of Change,2013,TV-14,Drama,Rob J. Greenlea,Shonda Rhimes ,English,USA
The Face of Love,2013,PG-13,Drama,Arie Posin,Matthew McDuffie,English,USA
The Facebook Club,2013,Not Rated,Documentary,Josh Surratt,Josh Surratt,English,USA
The Fact in the Fiction,2013,TV-14,Comedy,Dwight H. Little,Hart Hanson ,English,USA
The Fact in the Fiction,2013,TV-14,Comedy,Dwight H. Little,Hart Hanson ,English,USA
The Falconer Sport of Kings,2013,TV-G,Documentary,Edwin Brochin,Edwin Brochin,English,"Mongolia, USA"
The Fall,2013,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
The Fall Guy,2013,TV-PG,Drama,Arlene Sanford,Elizabeth Kruger ,English,USA
The Family,2013,R,Comedy,Luc Besson,Luc Besson ,"English, French","USA, France"
The Fast and the Furriest,2013,TV-PG,Comedy,Jonathan Frakes,Andrew W. Marlowe ,English,USA
The Fest and the Furious,2013,TV-14,Drama,Daisy von Scherler Mayer,Adam Milch ,English,USA
The Fifth Estate,2013,R,Biography,Bill Condon,Daniel Domscheit-Berg ,"English, Icelandic, Swahili, Arabic","USA, Belgium"
The Fifth Estate,2013,R,Biography,Bill Condon,Daniel Domscheit-Berg ,"English, Icelandic, Swahili, Arabic","USA, Belgium"
The Final Chapter,2013,TV-14,Crime,Marcos Siega,Kevin Williamson ,English,USA
The Fire,2013,TV-14,Drama,Jack Bender,Brian K. Vaughan ,English,USA
The First Date,2013,Not Rated,Short,Mason Makram,John Karsko,English,USA
The First Date,2013,Not Rated,Short,Mason Makram,John Karsko,English,USA
The Flavor of Love,2013,Not Rated,Short,Hunter Brumfield,Hunter Brumfield,English,USA
The Flood,2013,TV-14,Drama,Chris Manley,Matthew Weiner ,English,USA
The Fortress,2013,TV-14,Comedy,Michael J. Shea,Carter Bays ,"English, French",USA
The Fourth Hand,2013,TV-14,Drama,Roxann Dawson,Brian K. Vaughan ,English,USA
The Frankenstein Theory,2013,Not Rated,Horror,Andrew Weiner,Vlady Pildysh,English,USA
The Freelancer,2013,TV-14,Crime,Jace Alexander,Jon Bokenkamp ,English,USA
The Freelancer,2013,TV-14,Action,Jace Alexander,Jon Bokenkamp ,English,USA
The Freemason,2013,PG-13,Crime,Sohrab Mirmont,Allen Johnson,English,USA
The Fringe,2013,TV-PG,Drama,Dan Lerner,Theresa Rebeck ,English,USA
The Frozen Ground,2013,R,Biography,Scott Walker,Scott Walker,English,USA
The Frozen Lake,2013,TV-14,Crime,John Peter Kousakis,Shane Brennan ,English,USA
The Gambler,2013,TV-PG,Comedy,James Hayman,Leila Gerstein ,English,USA
The Game's Afoot,2013,TV-PG,Drama,Kevin Hooks,Elizabeth Kruger ,English,USA
The Game's Afoot,2013,TV-PG,Drama,Kevin Hooks,Elizabeth Kruger ,English,USA
The Gathering,2013,TV-14,Crime,Michael Lange,Jeff Davis ,English,USA
The Genius of Marian,2013,TV-PG,Documentary,Banker White,N/A,English,USA
The Genoa Tip,2013,TV-14,Drama,Jeremy Podeswa,Aaron Sorkin ,English,USA
The Ghost Is Seen,2013,TV-MA,Comedy,James Bobin,Mike White,English,USA
The Gift,2013,TV-14,Comedy,Gail Mancuso,Bill Lawrence ,English,USA
The Giggity Wife,2013,TV-14,Animation,Brian Iles,Seth MacFarlane ,English,USA
The Girl on the Train,2013,R,Thriller,Larry Brand,Larry Brand,English,USA
"The Girl, the Gun, & Everything",2013,Not Rated,Crime,Mario Bova,Mario Bova,English,USA
The Golem,2013,TV-MA,Crime,Daniel Attias,Ann Biderman ,English,USA
The Golem,2013,TV-14,Adventure,J. Miller Tobin,Roberto Orci ,English,USA
The Good Mother,2013,TV-PG,Drama,Richard Gabai,Shane Mathers,English,USA
The Good Reason,2013,TV-14,Action,S.J. Clarkson,Cassie Pappas,English,USA
"The Good, the Bad & the Baby",2013,TV-PG,Comedy,John Terlesky,Andrew W. Marlowe ,English,USA
The Great Escapist,2013,TV-14,Drama,Robert Duncan McNeill,Eric Kripke ,English,USA
The Great Gatsby,2013,PG-13,Drama,Baz Luhrmann,Baz Luhrmann ,English,"Australia, USA"
The Great Gatsby,2013,PG-13,Drama,Baz Luhrmann,Baz Luhrmann ,English,"Australia, USA"
The Great Red Dragon,2013,TV-14,Crime,Elodie Keene,Bruno Heller ,English,USA
The Great Unknown,2013,TV-14,Comedy,Janice Cooke,Candace Bushnell ,English,USA
The Green Inferno,2013,R,Adventure,Eli Roth,Guillermo Amoedo,English,"USA, Chile"
The Hangover Part III,2013,R,Comedy,Todd Phillips,Todd Phillips,English,USA
The Haunting in Connecticut 2: Ghosts of Georgia,2013,R,Drama,Tom Elkins,David Coggeshall,English,USA
The Haunting in Connecticut 2: Ghosts of Georgia,2013,R,Drama,Tom Elkins,David Coggeshall,English,USA
The Haunting of Pearson Place,2013,Not Rated,Comedy,Michael Merino,Michael Merino ,English,USA
The Heart of the Truest Believer,2013,TV-PG,Adventure,Ralph Hemecker,Edward Kitsis ,English,USA
The Heartbroken Rainbow,2013,Not Rated,Documentary,Susan Strowhorn,Susan Strowhorn,English,USA
The Heat,2013,R,Action,Paul Feig,Katie Dippold,"English, Spanish, Bulgarian",USA
The Hobbit: The Desolation of Smaug,2013,PG-13,Adventure,Peter Jackson,Fran Walsh ,English,"USA, New Zealand"
The Hofstadter Insufficiency,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Hollow,2013,R,Horror,Jack Stanis,Jack Stanis,English,USA
The Host,2013,PG-13,Adventure,Andrew Niccol,Andrew Niccol ,English,"USA, Switzerland"
The Hot Flashes,2013,R,Comedy,Susan Seidelman,Brad Hennig,English,USA
The Hub,2013,TV-PG,Action,Bobby Roth,Stan Lee ,English,USA
The Human Factor,2013,TV-PG,Comedy,Bill Roe,Andrew W. Marlowe ,English,USA
The Hunger Games: Catching Fire,2013,PG-13,Adventure,Francis Lawrence,Simon Beaufoy ,English,USA
The Hunted,2013,PG-13,Thriller,Josh Stewart,Josh Stewart,English,USA
The Hunters,2013,PG,Adventure,Nisha Ganatra,Matthew Huffman ,English,USA
The Huntress Returns,2013,TV-14,Action,Guy Norman Bee,Greg Berlanti ,English,USA
The Huntress Returns,2013,TV-14,Action,Guy Norman Bee,Greg Berlanti ,English,USA
The Immigrant,2013,R,Drama,James Gray,James Gray,"English, Polish, Latin",USA
The Inbetween Years,2013,Not Rated,Short,Steven Ellis,Steven Ellis,English,USA
The Incredible Burt Wonderstone,2013,PG-13,Comedy,Don Scardino,Jonathan M. Goldstein ,English,USA
The Indie Gathering Special,2013,TV-14,Talk-Show,Kristina Michelle,N/A,English,USA
The Inevitable Defeat of Mister & Pete,2013,R,Drama,George Tillman Jr.,Michael Starrbury,English,USA
The Inspiration,2013,TV-14,Crime,Glenn Kershaw,Jeff Davis ,English,USA
The Inspired,2013,TV-14,Crime,Larry Teng,Jeff Davis ,English,USA
The Intern,2013,TV-14,Comedy,Fred Goss,John R. Montgomery ,English,USA
The Intern,2013,TV-14,Comedy,Fred Goss,John R. Montgomery ,English,USA
The Internship,2013,PG-13,Comedy,Shawn Levy,Vince Vaughn ,"English, Tagalog, Cantonese, Mandarin, Spanish",USA
The Investigator,2013,PG-13,Drama,Curtis Graham,Richard A. Romano,English,USA
The Itchy Brain Simulation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Itchy Brain Simulation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Jewish Hunger Games: Kvetching Fire - Official Trailer,2013,Not Rated,Comedy,Andrew Zenn,Jack Michelman,English,USA
The Jungle Book: Return 2 the Jungle,2013,G,Animation,Tapaas Chakravarti,N/A,English,USA
The Key,2013,TV-MA,Comedy,Nicole Holofcener,Mike White,English,USA
The Kid Is All Right,2013,TV-PG,Animation,Mark Kirkland,Matt Groening ,English,USA
The Kid Is All Right,2013,TV-PG,Animation,Mark Kirkland,Matt Groening ,English,USA
The Kindred,2013,TV-MA,Action,S.J. Clarkson,Jonathan Tropper ,English,USA
The Kings of Summer,2013,R,Comedy,Jordan Vogt-Roberts,Chris Galletta,English,USA
The Last Exorcism Part II,2013,PG-13,Drama,Ed Gass-Donnelly,Damien Chazelle ,English,"USA, France"
The Last Keepers,2013,PG-13,Family,Maggie Greenwald,Peter Hutchings,English,USA
The Last of Robin Hood,2013,R,Biography,Richard Glatzer,Richard Glatzer,English,USA
The Last of Us: The Fireflies,2013,Not Rated,Short,Logan Fulton,Geoff Rosenthal,English,USA
The Last Stand,2013,R,Action,Kim Jee-woon,Andrew Knauer,English,USA
The Legend of Mortamuth Stanley,2013,Not Rated,Horror,David Dietrich,David Dietrich,English,USA
The Legend of Mortamuth Stanley,2013,Not Rated,Horror,David Dietrich,David Dietrich,English,USA
The Lesser Key of Solomon,2013,TV-14,Adventure,Paul A. Edwards,Roberto Orci ,English,USA
The Life We've Chosen,2013,TV-14,Action,Brad Turner,Craig Silverstein ,English,USA
The Lifeguard,2013,R,Drama,Liz W. Garcia,Liz W. Garcia,English,USA
The Lighthouse,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,English,USA
The Lighthouse,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,English,USA
The Livelong Day,2013,TV-14,Crime,Dennis Smith,Shane Brennan ,English,USA
The Lives of Others,2013,TV-PG,Comedy,Larry Shaw,Andrew W. Marlowe ,English,USA
The Living and the Dead,2013,TV-14,Drama,Millicent Shelton,D. Brent Mote ,English,USA
The Locket,2013,TV-PG,Comedy,Pamela Fryman,Carter Bays ,English,USA
The Lone Ranger,2013,PG-13,Action,Gore Verbinski,Justin Haythe ,"English, North American Indian",USA
The Long and Winding Road Not Taken,2013,TV-14,Comedy,Michael Fields,Candace Bushnell ,English,USA
The Longest Day,2013,TV-14,Action,Steve Boyum,Eric Kripke ,English,USA
The Lost Reindeer,2013,TV-14,Crime,Frank Waldeck,Anthony E. Zuiker ,English,USA
The Love Boat,2013,TV-14,Action,Charles Beeson,Eric Kripke ,English,USA
The Love Spell Potential,2013,TV-PG,Comedy,Anthony Joseph Rich,Chuck Lorre ,English,USA
The Lunchbox,2013,PG,Drama,Ritesh Batra,Ritesh Batra ,"Hindi, English","India, France, Germany, USA"
The Man in Number 9,2013,TV-14,Horror,S.J. Clarkson,Carlton Cuse ,English,USA
The Marine 3: Homefront,2013,R,Action,Scott Wiper,Scott Wiper,English,USA
The Merchant,2013,R,Drama,Justin Mosley,Allen Reed,English,"UK, USA, Australia"
The Midnight Game,2013,R,Horror,A.D. Calvo,A.D. Calvo ,N/A,USA
The Midnight Ride,2013,TV-14,Adventure,Douglas Aarniokoski,Roberto Orci ,English,USA
The Midnight Ride,2013,TV-14,Adventure,Douglas Aarniokoski,Roberto Orci ,English,USA
The Miller's Daughter,2013,TV-PG,Adventure,Ralph Hemecker,Edward Kitsis ,English,USA
The Missouri Strain,2013,Not Rated,Short,Wes Kotansky Jr.,Ryan McLaughlin ,English,USA
The Monkey's Paw,2013,Not Rated,Horror,Brett Simmons,Macon Blair ,English,USA
The Monster Isolation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Mortal Instruments: City of Bones,2013,PG-13,Action,Harald Zwart,Jessica Postigo ,English,"USA, Germany, Canada"
The Name Game,2013,TV-MA,Drama,Michael Lehmann,Ryan Murphy ,English,USA
The Necklace,2013,Not Rated,Short,A.R. Ogbu,Prabal Chakraborty ,English,USA
The Neighbours,2013,TV-PG,Comedy,John Fortenberry,Isaac Aptaker,English,USA
The New Neverland,2013,TV-PG,Adventure,Ron Underwood,Edward Kitsis ,English,USA
The New Office,2013,TV-14,Comedy,Gail Mancuso,Bill Lawrence ,English,USA
The Next Week,2013,TV-14,Crime,Fred Toye,Robert King ,English,USA
The Night the Lights Went Out in Georgia,2013,TV-14,Action,Nick Copus,Eric Kripke ,English,USA
The Nightmare Nanny,2013,TV-14,Drama,Michael Feifer,Roger Stigliano,English,USA
The Nominations,2013,TV-14,Drama,Michael Morris,Theresa Rebeck ,English,USA
The North Star,2013,TV-MA,Crime,Allen Coulter,Terence Winter ,English,USA
The Numbers Station,2013,R,Action,Kasper Barfoed,F. Scott Frazier ,English,"UK, USA, Belgium"
The Odyssey,2013,TV-14,Action,John Behring,Greg Berlanti ,English,USA
The Old Ship of Zion,2013,TV-MA,Crime,Timothy Van Patten,Terence Winter ,English,USA
The One That Got Away,2013,TV-14,Comedy,Michael Spiller,Mindy Kaling ,English,USA
The One That Got Away,2013,TV-14,Comedy,Michael Spiller,Mindy Kaling ,English,USA
The One with Interspecies F-R-I-E-N-D-S,2013,TV-PG,Comedy,Lev L. Spiro,Dan Fogelman ,English,USA
The Oscars,2013,TV-14,N/A,Don Mischer,Leslie Dixon,English,USA
The Outsider,2013,TV-14,Reality-TV,Anthony Mastanduno,Richard Dominick ,English,USA
The Outsider,2013,TV-PG,Adventure,David Solomon,Edward Kitsis ,English,USA
The Papal Chase,2013,TV-MA,Animation,Bryan Fordney,Adam Reed ,"English, Italian, Raeto-Romance",USA
The Pardon,2013,PG-13,Drama,Tom Anton,Tom Anton,English,USA
The Parents,2013,TV-14,Drama,Tricia Brock,Theresa Rebeck ,English,USA
The Party Crasher,2013,R,Short,Jody Smith Jr.,Tenley Durden,English,USA
The Perfect Boyfriend,2013,TV-14,Drama,Robert Malenfant,Corbin Mezner,English,USA
The Perfect Boyfriend,2013,TV-14,Crime,Robert Malenfant,Corbin Mezner,English,USA
The Perfect Mark,2013,TV-14,Action,Stephen Surjik,Jonathan Nolan ,English,USA
The Playdate's the Thing/The Emma Dilemma,2013,TV-14,Comedy,Michael Lembeck,Daniel Berendsen ,English,USA
The Poet's Fire,2013,TV-14,Crime,Liz Friedlander,Kevin Williamson ,English,USA
The Pointy End of the Spear,2013,TV-14,Action,Paris Barclay,Karl Gajdusek ,English,USA
The Poker Game,2013,TV-PG,Comedy,Pamela Fryman,Carter Bays ,English,USA
The Power of Few,2013,R,Action,Leone Marucci,Leone Marucci,English,USA
The Preacher and the Gun,2013,PG,Western,Scott Hester,Scott Hester,English,USA
The Pretty One,2013,R,Comedy,Jenee LaMarque,Jen�e LaMarque,English,USA
The Price of Revenge,2013,TV-14,Drama,Jace Alexander,Nicholas Wootton ,English,USA
The Problem with Honor,2013,Not Rated,Drama,William Craft,William Craft,English,USA
The Prophecy of St. Clare,2013,TV-PG,Drama,Matt Barber,Rockne S. O'Bannon ,English,USA
The Proton Displacement,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Proton Resurgence,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Punk Singer,2013,Not Rated,Documentary,Sini Anderson,N/A,English,USA
The Purge,2013,R,Horror,James DeMonaco,James DeMonaco,English,"USA, France"
The Quality of Mercy,2013,TV-14,Drama,Phil Abraham,Matthew Weiner ,"English, Spanish",USA
The Queen Is Dead,2013,TV-PG,Adventure,Gwyneth Horder-Payton,Edward Kitsis ,English,USA
The Quest,2013,Not Rated,Short,Jake Dreiling,Caroline Bray,English,USA
The Raiders Minimization,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Raiders Minimization,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Rains of Castamere,2013,TV-MA,Adventure,David Nutter,George R.R. Martin ,English,USA
The Rambler,2013,R,Comedy,Calvin Reeder,Calvin Reeder,English,USA
The Rave,2013,TV-MA,Action,S.J. Clarkson,Jonathan Tropper ,English,USA
The Read-Through,2013,TV-14,Drama,David Petrarca,Theresa Rebeck ,English,USA
The Real Cupid,2013,Not Rated,Short,Jimmy Traynor,Jimmy Traynor,English,USA
The Red Barn,2013,TV-14,Crime,Allison Anders,Bruno Heller ,English,USA
The Red Tattoo,2013,TV-14,Crime,Tawnia McKiernan,Bruno Heller ,English,USA
The Red Team,2013,TV-14,Crime,Christine Moore,Robert Doherty ,English,USA
The Rehearsal Dinner,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,"English, Italian, French",USA
The Rehearsal Dinner,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,"English, Italian, French",USA
The Replacements,2013,TV-MA,Drama,Alfonso Gomez-Rejon,Ryan Murphy ,English,USA
The Replicator,2013,TV-14,Crime,Glenn Kershaw,Jeff Davis ,English,USA
The Retrieval,2013,R,Drama,Chris Eska,Chris Eska,English,USA
The Return,2013,TV-14,Crime,John Terlesky,Jeff Davis ,English,USA
The Reviewers,2013,Not Rated,Short,Brad Jones,Brad Jones,English,USA
The Revolution of Responsibility,2013,Not Rated,Documentary,Peter Prestrud,Peter Prestrud,English,USA
The Ring,2013,TV-PG,Comedy,Seth Gordon,Adam F. Goldberg ,English,USA
The Robo Knight Before Christmas,2013,TV-Y7,Action,James Barr,James W. Bates,English,USA
The Rockford Blondes,2013,Not Rated,Biography,Chad Glovier,Beau Becraft,English,USA
The Romance Resonance,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,"English, Klingon",USA
The Sacrament,2013,R,Horror,Ti West,Ti West,English,USA
The Sacred Taking,2013,TV-MA,Drama,Alfonso Gomez-Rejon,Ryan Murphy ,English,USA
The Saratov Approach,2013,PG-13,Action,Garrett Batty,Garrett Batty,English,"USA, Ukraine"
The Scavenger Vortex,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Scavenger Vortex,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Scavenger Vortex,2013,TV-PG,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Scientist,2013,TV-14,Action,Michael Schultz,Greg Berlanti ,English,USA
The Scientist,2013,TV-14,Action,Michael Schultz,Greg Berlanti ,English,USA
The Secret Life of Walter Mitty,2013,PG,Adventure,Ben Stiller,Steve Conrad ,English,USA
The Secrets in the Proposal,2013,TV-14,Comedy,Ian Toynton,Hart Hanson ,English,USA
The Seven Day Rule,2013,TV-14,Crime,Michael Zinberg,Robert King ,English,USA
The Severed Arm Re-Amputated,2013,Not Rated,Short,Matt Desiderio,Matt Desiderio ,English,USA
The Short Game,2013,PG,Documentary,Josh Greenbaum,N/A,"English, French",USA
The Siege,2013,TV-14,Crime,Phil Abraham,Kevin Williamson ,English,USA
The Sin Eater,2013,TV-14,Adventure,Ken Olin,Roberto Orci ,English,USA
The Sin Eater,2013,TV-14,Adventure,Ken Olin,Roberto Orci ,English,USA
The Slump,2013,TV-PG,Comedy,Michael Lembeck,Dan Berendsen ,English,USA
The Smurfs 2,2013,PG,Animation,Raja Gosnell,J. David Stem ,"English, French",USA
The Smurfs: The Legend of Smurfy Hollow,2013,G,Animation,Stephan Franck,Todd Berger,English,USA
The Song,2013,TV-14,Drama,Michael Morris,Theresa Rebeck ,English,USA
The Song Remains the Same,2013,TV-14,Action,John F. Showalter,Eric Kripke ,English,USA
The Sound of Music Live!,2013,TV-PG,Biography,Rob Ashford,Austin Winsberg ,English,USA
The Spectacular,2013,TV-PG,Comedy,Jason Winer,John R. Montgomery ,English,USA
The Spectacular Now,2013,R,Comedy,James Ponsoldt,Scott Neustadter ,English,USA
The Spoiler Alert Segmentation,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Square,2013,Not Rated,Documentary,Jehane Noujaim,N/A,"Arabic, English","Egypt, USA, UK"
The Square,2013,Not Rated,Documentary,Jehane Noujaim,N/A,"Arabic, English","Egypt, USA"
The Stan Wood Account,2013,TV-14,Comedy,Jason Winer,John R. Montgomery ,English,USA
The Stand,2013,TV-14,Action,Steve Boyum,Eric Kripke ,English,USA
The Star,2013,TV-MA,Drama,Lesli Linka Glatter,Alex Gansa ,English,USA
The Starving Games,2013,PG-13,Comedy,Jason Friedberg,Jason Friedberg,English,USA
The Stewmaker,2013,TV-14,Crime,Vincent Misiano,Jon Bokenkamp ,English,USA
The Story of Your Life,2013,Not Rated,Drama,Jesse Cilio,Jesse Cilio,English,USA
The Stream,2013,PG,Adventure,Estlin Feigley,Colin Costello ,English,USA
The Stream,2013,PG,Adventure,Estlin Feigley,Colin Costello ,English,USA
The Suicide King,2013,TV-MA,Drama,Lesli Linka Glatter,Frank Darabont ,English,USA
The Sun,2013,TV-MA,Drama,Daniel Attias,Alan Ball ,English,USA
The Tagger,2013,TV-14,Comedy,Craig Zisk,Daniel J. Goor ,English,USA
The Tangible Affection Proof,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Ten: Vain,2013,PG,Family,Kevan Otto,Kevan Otto,English,USA
The Tenure Turbulence,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Thanksgiving Decoupling,2013,TV-14,Comedy,Mark Cendrowski,Chuck Lorre ,English,USA
The Third Man,2013,TV-14,Action,Matt Earl Beesley,Nicholas Pileggi ,English,USA
The Time Is... Now,2013,Not Rated,Documentary,Vishal Hiraskar,Barbara Ramsay,English,"Kenya, USA, India, UK, Palestine, Italy, Zimbabwe, Israel, Jordan, South Africa"
The Time Travelers,2013,TV-14,Comedy,Pamela Fryman,Carter Bays ,English,USA
