imdbID,Title,Year,Rating,Runtime,Genre,Released,Director,Writer,Cast,Metacritic,imdbRating,imdbVotes,Poster,Plot,Language,Country,Awards,lastUpdated
tt1033575,"The Descendants",2011,R,"115 min","Comedy, Drama",2011-12-09,"Alexander Payne","Alexander Payne (screenplay), Nat Faxon (screenplay), Jim Rash (screenplay), Kaui Hart Hemmings (novel)","George Clooney, Shailene Woodley, Amara Miller, Nick Krause",84,7.4,179,http://ia.media-imdb.com/images/M/MV5BMjAyNTA1MTcyN15BMl5BanBnXkFtZTcwNjEyODczNQ@@._V1_SX300.jpg,"A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.",English,USA,"Won 1 Oscar. Another 69 wins & 107 nominations.","2014-10-25 00:18:22"
tt1034389,"The Eagle",2011,PG-13,"114 min","Adventure, Drama",2011-02-11,"Kevin Macdonald","Jeremy Brock (screenplay), Rosemary Sutcliff (novel)","Channing Tatum, Jamie Bell, Donald Sutherland, Mark Strong",55,6.2,45,http://ia.media-imdb.com/images/M/MV5BMTY1MjYwNTQ4Ml5BMl5BanBnXkFtZTcwMjYwNzAxNA@@._V1_SX300.jpg,"In Roman-ruled Britain, a young Roman soldier endeavors to honor his father's memory by finding his lost legion's golden emblem.","English, Scottish Gaelic","UK, USA, Hungary","1 nomination.","2014-10-30 00:13:49"
tt1046171,"You and I",2011,R,"100 min","Drama, Romance, Thriller",2011-02-03,"Roland Joffï¿½","Shawn Schepps (screenplay), Luke Goltz (screenplay), Andrew Cullen (screenplay), Aleksey Mitrofanov (novel), Anastasiya Moiseeva (novel)","Mischa Barton, Shantel VanSanten, Anton Yelchin, Alex Kaluzhsky",N/A,5.0,1,http://ia.media-imdb.com/images/M/MV5BNTgyNzQ4OTA3Nl5BMl5BanBnXkFtZTcwNTIxOTg4OA@@._V1_SX300.jpg,"Two teenage girls, Janie who is American and Lana who is Russian, fall in love after meeting at a t.A.T.u concert and are swept into a dangerous world of obsession, drug abuse and murder.","English, Russian","USA, Russia",N/A,"2014-10-19 00:03:21"
tt1046245,Cross,2011,R,"105 min","Action, Fantasy",2011-05-31,"Patrick Durham","Patrick Durham, Jonathan Sachar, Tanner Wiley","Brian Austin Green, Michael Clarke Duncan, Vinnie Jones, Tom Sizemore",N/A,3.1,1,http://ia.media-imdb.com/images/M/MV5BMTg0NjU4MjEzMF5BMl5BanBnXkFtZTcwMDIwMzc5NA@@._V1_SX300.jpg,"Given incredible power by an ancient Celtic Cross. Callan continues to fight evil... Now, joined by a team of weapons experts, Callan battles an unstoppable empire in Los Angeles.",English,USA,N/A,"2014-10-31 00:12:48"
tt1051213,"Boy Toy",2011,R,"91 min",Comedy,2011-11-01,"Christie Will","Jeff Campagna (original screenplay by), Jarrett Golding, Christie Will","John White, Mircea Monroe, Dov Tiefenbach, Vivian Bang",N/A,4.3,967,http://ia.media-imdb.com/images/M/MV5BMjI1NDk0Mjk4OF5BMl5BanBnXkFtZTcwNjQ2MTI1NA@@._V1_SX300.jpg,"An unsuccessful underwear model gears up for the role of his life.",English,USA,N/A,"2014-10-31 00:14:02"
tt1053810,"The Big Year",2011,PG,"100 min",Comedy,2011-10-14,"David Frankel","Howard Franklin (screenplay), Mark Obmascik (book)","John Cleese, Jack Black, Zahf Paroo, Stacey Scowley",53,6.2,29,http://ia.media-imdb.com/images/M/MV5BMTc0MzcwMDcyOV5BMl5BanBnXkFtZTcwNTUwMjk1Ng@@._V1_SX300.jpg,"Two bird enthusiasts try to defeat the cocky, cutthroat world record holder in a year-long bird-spotting competition.",English,USA,N/A,"2014-10-30 00:08:44"
tt1059887,"The Legend of Awesomest Maximus",2011,R,"90 min","Action, Comedy",2011-08-05,"Jeff Kanew","Jason Burinescu","Will Sasso, Kristanna Loken, Sophie Monk, Khary Payton",N/A,4.2,2,http://ia.media-imdb.com/images/M/MV5BMTU4NTA4NTc4OV5BMl5BanBnXkFtZTcwNTQ2OTYxNw@@._V1_SX300.jpg,"From the director of Revenge of the Nerds comes this outrageous sword and sandals spoof! Horny King Looney of Troy sends slacker general Awesomest Maximus to maintain peace with rival King ...",English,USA,N/A,"2014-10-20 01:00:22"
tt1067583,"Water for Elephants",2011,PG-13,"120 min","Drama, Romance",2011-04-22,"Francis Lawrence","Richard LaGravenese (screenplay), Sara Gruen (novel)","Reese Witherspoon, Robert Pattinson, Christoph Waltz, Paul Schneider",52,7.0,82,http://ia.media-imdb.com/images/M/MV5BMTQzMDU3NDEwN15BMl5BanBnXkFtZTcwMTI3MDU0NA@@._V1_SX300.jpg,"A veterinary student abandons his studies after his parents are killed and joins a traveling circus as their vet.","English, Polish",USA,"3 wins & 10 nominations.","2014-10-25 00:03:10"
tt1067774,"Monte Carlo",2011,PG,"109 min","Adventure, Comedy, Romance",2011-07-01,"Thomas Bezucha","Thomas Bezucha (screenplay), April Blair (screenplay), Maria Maggenti (screenplay), Kelly Bowe (screen story), Jules Bass (novel)","Selena Gomez, Katie Cassidy, Leighton Meester, Cory Monteith",43,5.8,24,http://ia.media-imdb.com/images/M/MV5BMjE4NjM3NjI1Nl5BMl5BanBnXkFtZTcwNjA5MzY1NQ@@._V1_SX300.jpg,"Three young women vacationing in Paris find themselves whisked away to Monte Carlo after one of the girls is mistaken for a British heiress.",English,"Hungary, USA","4 nominations.","2014-10-30 00:04:40"
tt1068242,Footloose,2011,PG-13,"113 min","Comedy, Drama, Music",2011-10-14,"Craig Brewer","Dean Pitchford (screenplay), Craig Brewer (screenplay), Dean Pitchford (story)","Kenny Wormald, Julianne Hough, Dennis Quaid, Andie MacDowell",58,5.8,29,http://ia.media-imdb.com/images/M/MV5BMTY3MjIzMjk4M15BMl5BanBnXkFtZTcwMzMxMzIzNg@@._V1_SX300.jpg,"City teenager Ren MacCormack moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.",English,USA,"3 nominations.","2014-10-29 00:13:23"
tt1071875,"Ghost Rider: Spirit of Vengeance",2011,PG-13,"96 min","Action, Fantasy, Thriller",2012-02-17,"Mark Neveldine, Brian Taylor","Scott M. Gimple (screenplay), Seth Hoffman (screenplay), David S. Goyer (screenplay), David S. Goyer (story)","Nicolas Cage, Violante Placido, Ciarï¿½n Hinds, Idris Elba",32,4.3,69,http://ia.media-imdb.com/images/M/MV5BMTkwNDM5MDEzOF5BMl5BanBnXkFtZTcwNDEyNTUxNw@@._V1_SX300.jpg,"As Johnny Blaze hides out in Eastern Europe, he is called upon to stop the devil, who is trying to take human form.",English,"USA, United Arab Emirates","3 nominations.","2014-10-10 00:24:34"
tt1083462,"Mardi Gras: Spring Break",2011,R,"88 min",Comedy,2011-09-23,"Phil Dornfeld","Josh Heald","Nicholas D'Agosto, Josh Gad, Bret Harrison, Arielle Kebbel",N/A,5.2,3,http://ia.media-imdb.com/images/M/MV5BNjk5NTQ1MDI4MV5BMl5BanBnXkFtZTcwMzM5Njk4Ng@@._V1_SX300.jpg,"A group of college buddies sow their wild oats in New Orleans.",English,USA,N/A,"2014-11-05 00:29:44"
tt1092026,Paul,2011,R,"104 min","Adventure, Comedy, Sci-Fi",2011-03-18,"Greg Mottola","Simon Pegg, Nick Frost","Mia Stallard, Simon Pegg, Nick Frost, Jeremy Owen",57,7.0,157,http://ia.media-imdb.com/images/M/MV5BMTQzNzAwMTM3MV5BMl5BanBnXkFtZTcwNTE1MTAzNA@@._V1_SX300.jpg,"Two British comic-book geeks traveling across the U.S. encounter an alien outside Area 51.","English, Klingon","USA, UK","1 win & 7 nominations.","2014-10-26 00:01:04"
tt1093357,"The Darkest Hour",2011,PG-13,"89 min","Action, Drama, Sci-Fi",2011-12-25,"Chris Gorak","Jon Spaihts (screenplay), Leslie Bohem (story), M.T. Ahern (story), Jon Spaihts (story)","Emile Hirsch, Olivia Thirlby, Max Minghella, Rachael Taylor",16,4.9,43,http://ia.media-imdb.com/images/M/MV5BMTg1NTIxNTY3NF5BMl5BanBnXkFtZTcwODY2MDMwNw@@._V1_SX300.jpg,"In Moscow, five young people lead the charge against an alien race who have attacked Earth via our power supply.","English, Russian",USA,"1 nomination.","2014-10-29 00:19:59"
tt1107812,"Dirty Movie",2011,R,"91 min",Comedy,2011-02-15,"Jerry Daigle, Christopher Meloni","Alan Donnes, Tanner Colby","Emily Donahoe, Christopher Meloni, Diane Neal, Stylist B.",N/A,3.0,2,http://ia.media-imdb.com/images/M/MV5BNTk1MDc1MDUwOV5BMl5BanBnXkFtZTcwMDk0NzY2NA@@._V1_SX300.jpg,"An outrageous cut-rate producer, Charlie LaRue is about to fulfill his lifelong dream to make a movie about the most offensive, dirtiest jokes ever told.",English,USA,N/A,"2014-10-27 00:00:28"
tt1117581,Arena,2011,R,"94 min","Action, Thriller",2011-10-11,"Jonah Loop","Tony Giglio, Michael Hultquist (original screenplay), Robert Martinez (original screenplay)","Samuel L. Jackson, Kellan Lutz, Johnny Messner, Katia Winter",N/A,4.8,8,http://ia.media-imdb.com/images/M/MV5BOTE3NTczNDkxN15BMl5BanBnXkFtZTcwNTMyODM0Ng@@._V1_SX300.jpg,"David Lord finds himself forced into the savage world of a modern gladiatorial arena, where men fight to the death for the entertainment of the online masses.","English, Mandarin",USA,N/A,"2014-10-31 00:14:12"
tt1117668,"King of Paper Chasin'",2011,R,"124 min","Crime, Drama, Music",2011-01-18,"La Monte Edwards","Dwayne DL Clark, La Monte Edwards","Dwayne DL Clark, Jason Rivera, Piarry Oriol, Joseph Somma",N/A,4.7,205,http://ia.media-imdb.com/images/M/MV5BMjI3MzI4NjE5M15BMl5BanBnXkFtZTcwMzM3NjI3Mw@@._V1_SX300.jpg,"In the city of 9 Million people everyone is engulfed in the everyday rat race chasing that almighty dollar. This movie tells the story of one of its own 'Carter Blanche'. Carter has staked ...",English,USA,N/A,"2014-10-05 00:14:17"
tt1124035,"The Ides of March",2011,R,"101 min",Drama,2011-10-07,"George Clooney","George Clooney (screenplay), Grant Heslov (screenplay), Beau Willimon (screenplay), Beau Willimon (play)","Ryan Gosling, George Clooney, Philip Seymour Hoffman, Paul Giamatti",67,7.2,166,http://ia.media-imdb.com/images/M/MV5BNTU4MjkzNTY0OF5BMl5BanBnXkFtZTcwNDI5ODIxNg@@._V1_SX300.jpg,"An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail.",English,USA,"Nominated for 1 Oscar. Another 10 wins & 27 nominations.","2014-10-28 00:07:48"
tt1127886,Here,2011,"Not Rated","126 min","Adventure, Drama, Romance",2011-01-01,"Braden King","Braden King, Dani Valent","Peter Coyote, Ben Foster, Datekiv Kharibyan, Nareg Duryan",68,6.0,696,http://ia.media-imdb.com/images/M/MV5BMTQ3OTcwNzEyOV5BMl5BanBnXkFtZTcwNzQzNDI2Nw@@._V1_SX300.jpg,"Cartographer Will Shepard hits the road for his latest job: to create a new, more accurate satellite survey of Armenia. During his assignment, he forms a bond with an Armenian expatriate and art photographer.","English, Armenian",USA,"1 win & 4 nominations.","2014-10-05 00:30:03"
tt1133985,"Green Lantern",2011,PG-13,"114 min","Action, Adventure, Sci-Fi",2011-06-17,"Martin Campbell","Greg Berlanti (screenplay), Michael Green (screenplay), Marc Guggenheim (screenplay), Michael Goldenberg (screenplay), Greg Berlanti (screen story), Michael Green (screen story), Marc Guggenheim (screen story)","Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong",39,5.7,184,http://ia.media-imdb.com/images/M/MV5BMTMyMTg3OTM5Ml5BMl5BanBnXkFtZTcwNzczMjEyNQ@@._V1_SX300.jpg,"A test pilot is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force.",English,USA,"1 win & 5 nominations.","2014-10-28 00:18:07"
tt1152398,Beastly,2011,PG-13,"86 min","Drama, Fantasy, Romance",2011-03-04,"Daniel Barnz","Daniel Barnz (screenplay), Alex Flinn (novel)","Alex Pettyfer, Justin Bradley, Mary-Kate Olsen, Dakota Johnson",40,5.5,51,http://ia.media-imdb.com/images/M/MV5BMzUzMTcxMTEzNV5BMl5BanBnXkFtZTcwMTcwNjcxNA@@._V1_SX300.jpg,"A modern-day take on the 'Beauty and the Beast' tale where a New York teen is transformed into a hideous monster in order to find true love.",English,USA,"1 win & 1 nomination.","2014-10-30 00:08:34"
tt1152830,"The Joneses",2011,"Not Rated","117 min","Comedy, Drama",2011-04-19,"Chris Tyrrell","Stacey Cruwys, Chris Tyrrell","James Shalkoski Jr., Stacey Cruwys, Amy Ulrich, Tony Ramos Wright",N/A,6.6,81,http://ia.media-imdb.com/images/M/MV5BMjEzNzEyMDkyOF5BMl5BanBnXkFtZTcwMTcyOTA4MQ@@._V1_SX300.jpg,"A dark comedy about rival neighbors whose quest for the best turns deadly.",English,USA,N/A,"2014-11-01 00:05:38"
tt1153546,"BloodRayne: The Third Reich",2011,R,"79 min","Action, Adventure, Fantasy",2012-03-17,"Uwe Boll","Michael Nachoff","Natassia Malthe, Brendan Fletcher, Michael Parï¿½, Willam Belli",N/A,3.0,4,http://ia.media-imdb.com/images/M/MV5BMTM1OTEyODk4N15BMl5BanBnXkFtZTcwMDczODgzNQ@@._V1_SX300.jpg,"Rayne fights against the Nazis in Europe during World War II, encountering Ekart Brand, a Nazi leader whose target is to inject Adolf Hitler with Rayne's blood in an attempt to transform ...",English,"USA, Canada, Germany",N/A,"2014-11-04 00:20:05"
tt1155060,"Down the Shore",2011,R,"93 min","Drama, Romance, Thriller",2011-01-07,"Harold Guskin","Sandra Jennings","Famke Janssen, James Gandolfini, Maria Dizzia, John Magaro",54,5.8,641,http://ia.media-imdb.com/images/M/MV5BNzI2ODcxMzMzMF5BMl5BanBnXkFtZTcwNjgxMTM1OQ@@._V1_SX300.jpg,"The lives of three childhood friends on the Jersey Shore begin to unravel when a secret from their past is revealed.",English,USA,N/A,"2014-11-05 00:04:11"
tt1156300,"Deadtime Stories 2",2011,R,"77 min",Horror,2011-09-20,"Michael Fischa, Jeff Monahan, Matt Walsh","Jeff Monahan","Aric Amendolea, Kristen Barrega, Amy Lynn Best, Carla Bianco",N/A,3.8,374,http://ia.media-imdb.com/images/M/MV5BMjA0ODYwNDYyN15BMl5BanBnXkFtZTgwNzgyMjA2MDE@._V1_SX300.jpg,"In this anthology of horror tales two hikers are trapped in a cave-in, a jilted teen lover turns bad, and man is murderously desperate to help his ailing wife.",English,USA,N/A,"2014-10-10 00:04:15"
tt1159482,"Bloodrayne: The Third Reich",2011,R,"79 min","Action, Adventure, Fantasy",2012-03-17,"Uwe Boll","Michael Nachoff","Natassia Malthe, Brendan Fletcher, Michael Parï¿½, Willam Belli",N/A,2.9,3,http://ia.media-imdb.com/images/M/MV5BMTM1OTEyODk4N15BMl5BanBnXkFtZTcwMDczODgzNQ@@._V1_SX300.jpg,"Rayne fights against the Nazis in Europe during World War II, encountering Ekart Brand, a Nazi leader whose target is to inject Adolf Hitler with Rayne's blood in an attempt to transform ...",English,"USA, Canada, Germany",N/A,"2013-12-27 00:00:00"
tt1161864,"The Rite",2011,PG-13,"114 min","Drama, Horror, Thriller",2011-01-28,"Mikael Hï¿½fstrï¿½m","Michael Petroni, Matt Baglio (book)","Anthony Hopkins, Colin O'Donoghue, Alice Braga, Ciarï¿½n Hinds",38,6.0,65,http://ia.media-imdb.com/images/M/MV5BMTcxNTAxMTMzNF5BMl5BanBnXkFtZTcwMjQ1MDAxNA@@._V1_SX300.jpg,"An American seminary student travels to Italy to take an exorcism course.","English, Welsh, Italian, Latin, Russian, Hungarian","USA, Hungary, Italy","1 win & 4 nominations.","2014-10-17 00:36:07"
tt1172047,"Crazy Wisdom: The Life & Times of Chogyam Trungpa Rinpoche",2011,"Not Rated","86 min",Documentary,2011-11-25,"Johanna Demetrakas",N/A,"Pema Chodron, Ram Dass, Allen Ginsberg, Diana Mukpo",48,7.7,64,N/A,"Crazy Wisdom is the long-awaited feature documentary to explore the life, teachings, and 'crazy wisdom' of Chogyam Trungpa, Rinpoche, a pivotal figure in bringing Tibetan Buddhism to the ...","Tibetan, English",USA,N/A,"2014-07-12 00:05:20"
tt1175713,"The Family Tree",2011,R,"87 min","Comedy, Drama",2011-08-26,"Vivi Friedman","Mark Lisson","Rachael Leigh Cook, Hope Davis, Dermot Mulroney, Max Thieriot",24,5.5,1,http://ia.media-imdb.com/images/M/MV5BMTc0MTk0NDk2MF5BMl5BanBnXkFtZTcwMTM5OTYzNg@@._V1_SX300.jpg,"A mother and wife stricken with memory loss allows a dysfunctional family a second chance at harmony and happiness.",English,"Australia, USA",N/A,"2014-11-02 00:39:29"
tt1183865,Alphas,2011,TV-14,"44 min","Action, Drama, Sci-Fi",2011-07-11,N/A,"Michael Karnow, Zak Penn","David Strathairn, Ryan Cartwright, Warren Christie, Azita Ghanizada",N/A,7.3,20,http://ia.media-imdb.com/images/M/MV5BMTQ1NTIyODQ4N15BMl5BanBnXkFtZTcwNTA2MzQxOA@@._V1_SX300.jpg,"Dr. Lee Rosen leads a team of 'Alphas', (human beings with enhanced abilities) who investigate the death of a witness in a court case. They soon uncover more than they had bargained for.","English, Persian",USA,"7 nominations.","2014-11-07 00:23:07"
tt1185371,"Corman's World: Exploits of a Hollywood Rebel",2011,R,"95 min",Documentary,2012-02-21,"Alex Stapleton","Alex Stapleton (by)","Paul W.S. Anderson, Allan Arkush, Eric Balfour, Paul Bartel",N/A,7.6,1,http://ia.media-imdb.com/images/M/MV5BMTg0MzgzMjE3NV5BMl5BanBnXkFtZTcwNjQ2MDMwNw@@._V1_SX300.jpg,"A documentary on DIY producer/director Roger Corman and his alternative approach to making movies in Hollywood.",English,USA,"1 nomination.","2014-11-04 00:06:16"
tt1185995,Pilot,2011,TV-14,"90 min","Action, Drama, Sci-Fi",2011-07-11,"Jack Bender","Zak Penn, Michael Karnow","David Strathairn, Ryan Cartwright, Warren Christie, Azita Ghanizada",N/A,7.2,382,http://ia.media-imdb.com/images/M/MV5BMTkzODc5NzAwM15BMl5BanBnXkFtZTcwNzU0ODY4NQ@@._V1_SX300.jpg,"Ominous messages steer a man to a building's rooftop, where he executes an improbable shooting in the opener of the series following a team of people with extraordinary abilities who ...",English,"USA, Canada",N/A,"2014-07-09 00:05:23"
tt1185996,"Anger Management",2011,TV-14,"45 min","Action, Drama, Sci-Fi",2011-07-25,"Nick Copus","Zak Penn (creator), Michael Karnow (creator), Ira Steven Behr, Robert Hewitt Wolfe","David Strathairn, Ryan Cartwright, Warren Christie, Azita Ghanizada",N/A,7.4,246,http://ia.media-imdb.com/images/M/MV5BMTgxNjc2NzYzMl5BMl5BanBnXkFtZTcwNjQzODQwNg@@._V1_SX300.jpg,"The team moves to new offices following the attack on Rosen; violent riots break out on the east coast, which are linked to a runaway teen.",English,USA,N/A,"2014-03-15 14:07:24"
tt1185997,"Cause and Effect",2011,TV-14,"42 min","Action, Drama, Sci-Fi",2011-07-18,"Constantine Makris","Zak Penn (creator), Michael Karnow (creator), Julie Siege","David Strathairn, Ryan Cartwright, Warren Christie, Azita Ghanizada",N/A,7.5,254,http://ia.media-imdb.com/images/M/MV5BMjI2MDIzMzE1OV5BMl5BanBnXkFtZTcwMzc1NDU5NQ@@._V1_SX300.jpg,"A problematic former patient of Rosen's escapes as Rosen is getting acquainted with his Department of Defense liaison, and the rest of the team tries to balance their normal lives with ...",English,USA,N/A,"2014-05-23 01:27:29"
tt1185998,Rosetta,2011,TV-14,"45 min","Action, Drama, Sci-Fi",2011-08-01,"Karen Gaviola","Zak Penn (creator), Michael Karnow (creator), Zak Penn","David Strathairn, Ryan Cartwright, Warren Christie, Azita Ghanizada",N/A,7.8,215,http://ia.media-imdb.com/images/M/MV5BMTQ1NTIyODQ4N15BMl5BanBnXkFtZTcwNTA2MzQxOA@@._V1_SX300.jpg,"During a raid against Red Flag an unknown Alpha is discovered. Gary bonds heavily with her while the rest of the team tries to define the extent of their enemies reach.",English,USA,N/A,"2014-01-23 00:00:00"
tt1185999,"Never Let Me Go",2011,TV-14,"44 min","Action, Drama, Sci-Fi",2011-08-08,"Jeffrey G. Hunt","Zak Penn (creator), Michael Karnow (creator), Jordan Rosenberg","David Strathairn, Ryan Cartwright, Warren Christie, Azita Ghanizada",N/A,7.2,221,http://ia.media-imdb.com/images/M/MV5BMTg0MzUwOTI5MV5BMl5BanBnXkFtZTcwMDUzMTMyNg@@._V1_SX300.jpg,"Agent Sullivan (guest star Valerie Cruz) credentials Dr. Rosen (David Strathairn) and his team as members of the Defense Criminal Investigation Service and their first case takes them to ...",English,USA,N/A,"2014-11-04 00:20:26"
